ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM FUEL TRIM BANK 1,FUEL_ECONOMY,LONG TERM FUEL TRIM BANK 2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT_TERM_FUEL_TRIM_BANK_1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui
209,1.51E+12,-587.857.253,-3.517.772.915,33,control1,100,82,55.3,40.4,4,998,36,4.69,,,,,32,,29,,1.6,1:02:08,20.8,MIL is OFF0 codes,,52.5,1,
210,1.51E+12,-587.879.912,-3.517.787.411,35,control1,100,82,54.9,34.5,4,950,25,3.83,,,,,32,,26,,0,1:02:12,20,MIL is OFF0 codes,,57.3,1,
211,1.51E+12,-587.919.181,-3.517.819.159,34,control1,100,83,54.9,38.8,4,771,22,4.06,,,,,33,,20,,0.8,1:02:17,20.4,MIL is OFF0 codes,,58.4,1,
212,1.51E+12,-587.933.492,-351.783.132,34,control1,100,83,54.9,38.4,4,928,29,4.3,,,,,33,,15,,-2.3,1:02:21,20.4,MIL is OFF0 codes,,55.3,1,
213,1.51E+12,-587.944.005,-3.517.839.101,33,control1,100,83,54.9,36.9,4,720,34,4.34,,,,,33,,11,,-2.3,1:02:25,20.4,MIL is OFF0 codes,,57.3,1,
214,1.51E+12,-587.950.542,-3.517.843.691,34,control1,100,83,55.3,36.9,4,789,33,3.94,,,,,33,,6,,2.3,1:02:29,20.4,MIL is OFF0 codes,,56.5,1,
215,1.51E+12,-587.955.317,-3.517.846.773,34,control1,100,83,55.3,36.5,4,810,31,4.27,,,,,33,,3,,2.3,1:02:33,20.4,MIL is OFF0 codes,,,1,
216,1.51E+12,-587.955.317,-3.517.846.773,34,control1,100,83,55.3,38,4,793,33,4.29,,,,,33,,1,,2.3,1:02:37,20.4,MIL is OFF0 codes,,56.1,1,
217,1.51E+12,-587.955.317,-3.517.846.773,34,control1,100,83,55.3,35.7,4,798,33,3.83,,,,,33,,0,,3.9,1:02:41,20,MIL is OFF0 codes,,56.9,1,
218,1.51E+12,-587.958.411,-3.517.850.295,36,control1,100,83,56.9,55.3,4,805,31,12.74,,,,,33,,0,,3.9,1:02:45,30.6,MIL is OFF0 codes,,73.3,1,
219,1.51E+12,-587.958.411,-3.517.850.295,36,control1,100,83,57.6,22.7,4,809,31,4,,,,,33,,0,,8.6,1:02:49,21.6,MIL is OFF0 codes,,70.6,1,
220,1.51E+12,-587.958.411,-3.517.850.295,36,control1,100,83,57.3,66.7,4,801,32,13.04,,,,,33,,0,,0,1:02:53,30.6,MIL is OFF0 codes,,65.1,1,
221,1.51E+12,-587.958.411,-3.517.850.295,36,control1,100,83,57.6,62.4,4,804,31,14.22,,,,,33,,0,,0,1:02:57,31,MIL is OFF0 codes,,67.8,1,
222,1.51E+12,-587.958.411,-3.517.850.295,36,control1,100,83,57.6,51.8,4,810,31,8.4,,,,,,,0,,7,1:03:01,27.1,MIL is OFF0 codes,,64.7,1,
223,1.51E+12,-587.958.411,-3.517.850.295,36,control1,100,83,57.6,51,4,779,31,8.21,,,,,33,,0,,7,1:03:05,26.7,,,64.7,1,
224,1.51E+12,-587.958.411,-3.517.850.295,36,control1,100,83,57.3,50.6,4,786,38,8.39,,,,,33,,0,,1.6,1:03:09,27.1,,,64.7,1,
225,1.51E+12,-587.964.051,-3.517.855.088,36,control1,100,84,57.3,54.5,4,723,48,8.88,,,,,32,,13,,6.2,1:03:13,27.5,,,64.3,1,
226,1.51E+12,-587.977.041,-3.517.865.942,36,control1,100,84,57.3,52.2,4,1196,56,8.78,,,,,31,,23,,0,1:03:17,27.5,MIL is OFF0 codes,,64.7,1,
227,1.51E+12,-587.997.178,-3.517.881.413,37,control1,100,84,57.3,51.8,4,1796,55,8.97,,,,,31,,,,-0.8,1:03:21,27.5,MIL is OFF0 codes,,65.1,1,
228,1.51E+12,-588.019.612,-3.517.898.069,37,control1,100,84,57.3,49.8,4,1330,52,9.31,,,,,31,,31,,4.7,1:03:25,27.8,MIL is OFF0 codes,,65.9,1,
229,1.51E+12,-588.046.916,-3.517.918.148,38,control1,100,85,57.3,51,4,1577,28,9.48,,,,,31,,,,3.1,1:03:29,28.2,MIL is OFF0 codes,,66.7,1,
230,1.51E+12,-588.073.237,-3.517.939.097,39,control1,100,85,57.3,50.6,4,1108,43,9.54,,,,,31,,33,,3.1,1:03:33,28.2,MIL is OFF0 codes,,66.7,1,
231,1.51E+12,-588.099.124,-3.517.958.438,40,control1,100,85,57.3,46.7,4,1111,44,12.1,,,,,31,,33,,0.8,1:03:37,29.8,MIL is OFF0 codes,,71.4,1,
232,1.51E+12,-588.125.994,-3.517.979.503,40,control1,100,86,57.3,53.7,4,1122,45,13.35,,,,,31,,34,,-7,1:03:41,30.6,MIL is OFF0 codes,,69.4,1,
233,1.51E+12,-588.152.605,-3.517.999.721,41,control1,100,86,57.6,54.9,4,1122,45,13.08,,,,,31,,34,,-0.8,1:03:45,30.6,MIL is OFF0 codes,,69,1,
234,1.51E+12,-588.180.076,-3.518.021.132,40,control1,100,86,57.6,55.3,4,1144,45,13.76,,,,,31,,35,,,1:03:49,30.6,MIL is OFF0 codes,,69.4,1,
235,1.51E+12,-588.213.337,-3.518.042.311,41,control1,100,86,57.6,15.7,4,1210,44,3.26,,,,,31,,37,,0,1:03:53,20.8,MIL is OFF0 codes,,64.3,1,
236,1.51E+12,-588.241.971,-3.518.066.169,41,control1,100,85,57.6,47.5,4,1256,43,8.44,,,,,31,,39,,7,1:03:57,27.1,MIL is OFF0 codes,,65.9,1,
237,1.51E+12,-588.274.408,-3.518.089.307,41,control1,100,85,57.6,47.8,4,1296,42,8.71,,,,,31,,39,,1.6,1:04:01,27.5,MIL is OFF0 codes,,66.3,1,
238,1.51E+12,-588.308.602,-3.518.109.974,39,control1,100,85,57.6,45.9,4,1293,37,8.84,,,,,31,,36,,0,1:04:05,27.5,MIL is OFF0 codes,,67.1,1,
239,1.51E+12,-588.341.103,-3.518.120.998,41,control1,100,85,57.3,18.4,4,1766,45,3.51,,,,,31,,34,,15.6,1:04:09,20,MIL is OFF0 codes,,61.2,1,
240,1.51E+12,-588.372.252,-3.518.130.393,42,control1,100,84,56.9,44.7,4,1666,46,7.75,,,,,31,,32,,0,1:04:13,26.3,MIL is OFF0 codes,,66.3,1,
241,1.51E+12,-58.840.502,-3.518.136.192,43,control1,100,84,56.9,49.8,4,1611,46,9.27,,,,,31,,,,6.2,1:04:17,27.8,MIL is OFF0 codes,,65.9,1,
242,1.51E+12,-588.440.041,-3.518.135.957,43,control1,100,84,56.9,52.2,4,1683,43,9.87,,,,,30,,37,,4.7,1:04:21,28.6,MIL is OFF0 codes,,66.7,1,
243,1.51E+12,-588.476.283,-3.518.128.586,45,control1,100,84,56.5,18,4,1446,40,3.3,,,,,31,,,,11.7,1:04:25,19.2,MIL is OFF0 codes,,62.7,1,
244,1.51E+12,-588.512.997,-3.518.119.943,45,control1,100,84,56.5,20,4,1236,39,3.43,,,,,31,,38,,13.3,1:04:29,20,MIL is OFF0 codes,,58.8,1,
245,1.51E+12,-588.549.665,-3.518.109.897,46,control1,100,84,56.1,38.8,4,1268,41,4.79,,,,,31,,38,,-0.8,1:04:33,20,MIL is OFF0 codes,,67.5,1,
246,1.51E+12,-588.587.699,-3.518.101.512,47,control1,100,84,56.1,27.1,4,1296,20,5,,,,,31,,39,,3.9,1:04:37,22.4,MIL is OFF0 codes,,70.2,1,
247,1.51E+12,-588.624.308,-3.518.094.807,49,control1,100,84,55.7,18,4,1271,36,3.48,,,,,31,,,,14.1,1:04:41,20.4,MIL is OFF0 codes,,61.2,1,
248,1.51E+12,-588.661.883,-3.518.087.418,50,control1,100,84,55.7,28.6,4,1219,38,5.43,,,,,31,,37,,-0.8,1:04:45,23.1,MIL is OFF0 codes,,70.6,1,
249,1.51E+12,-588.700.452,-3.518.079.404,48,control1,100,84,55.7,38.8,4,1256,43,7.43,,,,,31,,,,-4.7,1:04:49,25.5,MIL is OFF0 codes,,67.8,1,
250,1.51E+12,-588.738.585,-3.518.072.497,46,control1,100,84,56.1,59.6,4,1325,21,14.06,,,,,31,,40,,-7,1:04:54,30.6,MIL is OFF0 codes,,67.5,1,
251,1.51E+12,-588.777.898,-3.518.064.178,47,control1,100,84,56.9,48.6,4,1304,21,12.66,,,,,32,,37,,-7,1:04:57,30.2,MIL is OFF0 codes,,70.2,1,
252,1.51E+12,-588.814.903,-351.805.833,50,control1,100,84,56.9,20.4,4,1209,35,5.51,,,,,31,,36,,3.9,1:05:02,23.5,MIL is OFF0 codes,,76.5,1,
253,1.51E+12,-588.850.362,-3.518.049.586,50,control1,100,84,56.5,17.6,4,1234,31,4.93,,,,,31,,38,,0,1:05:06,22.7,MIL is OFF0 codes,,63.5,1,
254,1.51E+12,-588.886.869,-3.518.040.866,47,control1,100,83,56.1,18,4,1269,19,4.72,,,,,31,,38,,0,1:05:10,22.4,MIL is OFF0 codes,,63.1,1,
255,1.51E+12,-588.926.702,-3.518.032.181,47,control1,100,83,55.7,18,4,1270,25,4.41,,,,,31,,39,,0,1:05:14,22,MIL is OFF0 codes,,63.1,,
256,1.51E+12,-588.963.835,-3.518.024.601,49,control1,100,83,55.7,27.1,4,1295,33,5.93,,,,,31,,38,,12.5,1:05:18,24.3,MIL is OFF0 codes,,73.7,1,
257,1.51E+12,-589.063.825,-3.518.001.273,44,control1,100,82,55.7,26.3,4,1278,35,6.23,,,,,31,,36,,6.2,1:05:22,24.3,MIL is OFF0 codes,,74.5,1,
258,1.51E+12,-58.909.565,-3.517.992.667,45,control1,100,82,55.3,25.9,4,1610,46,6.37,,,,,31,,34,,1.6,1:05:34,24.7,MIL is OFF0 codes,,74.5,1,
259,1.51E+12,-589.129.464,-3.517.981.578,46,control1,100,82,55.3,26.3,4,1734,19,6.48,,,,,31,,37,,1.6,1:05:38,25.1,MIL is OFF0 codes,,74.5,1,
260,1.51E+12,-589.165.486,-3.517.969.278,45,control1,100,82,55.3,17.6,4,1848,18,4.39,,,,,31,,38,,0,1:05:42,21.6,MIL is OFF0 codes,,63.1,1,
261,1.51E+12,-589.199.907,-3.517.953.032,38,control1,100,82,55.3,18.8,4,1849,19,3.92,,,,,31,,36,,0,1:05:46,21.2,MIL is OFF0 codes,,61.2,1,
262,1.51E+12,-589.232.704,-3.517.937.788,36,control1,100,82,54.5,21.6,4,1758,18,3.6,,,,,31,,34,,0,1:05:50,19.6,MIL is OFF0 codes,,57.6,1,
263,1.51E+12,-589.263.781,-3.517.924.698,36,control1,100,82,52.5,38.8,4,1628,20,4.23,,,,,31,,31,,-3.9,1:05:54,20.4,MIL is OFF0 codes,,54.5,1,
264,1.51E+12,-589.293.261,-3.517.912.135,36,control1,100,82,52.9,18,4,1523,23,2.88,,,,,31,,32,,7,1:05:58,18.8,MIL is OFF0 codes,,73.3,1,
265,1.51E+12,-58.932.246,-3.517.899.395,35,control1,100,82,53.7,58.8,4,1578,23,11.41,,,,,31,,32,,0,1:06:02,29.8,MIL is OFF0 codes,,65.5,1,
266,1.51E+12,-589.352.626,-3.517.886.044,35,control1,100,82,54.5,83.1,4,1608,23,12.97,,,,,31,,33,,-8.6,1:06:06,31,MIL is OFF0 codes,,58,1,
267,1.51E+12,-589.383.449,-35.178.741,35,control1,100,82,56.9,54.5,4,1650,25,9.12,,,,,31,,33,,-1.6,1:06:10,27.5,MIL is OFF0 codes,,64.7,1,
268,1.51E+12,-589.415.719,-3.517.859.878,32,control1,100,82,56.9,55.7,4,1621,19,8.81,,,,,31,,29,,3.9,1:06:14,27.5,MIL is OFF0 codes,,64.3,1,
269,1.51E+12,-589.444.342,-3.517.862.286,34,control1,100,82,57.3,69,4,1421,21,10.39,,,,,31,,24,,-1.6,1:06:18,29,MIL is OFF0 codes,,62,1,
270,1.51E+12,-589.466.503,-3.517.856.214,35,control1,100,82,57.3,69.8,4,1169,37,10.47,,,,,32,,15,,-1.6,1:06:22,29,MIL is OFF0 codes,,61.2,1,
271,1.51E+12,-589.468.902,-3.517.840.596,36,control1,100,82,57.3,66.3,4,801,47,11.08,,,,,32,,10,,-1.6,1:06:26,29.4,MIL is OFF0 codes,,63.1,1,
272,1.51E+12,-589.464.918,-3.517.835.082,35,control1,100,82,57.3,15.3,4,1455,52,3.03,,,,,31,,,,10.2,1:06:30,20,MIL is OFF0 codes,,68.2,1,
273,1.51E+12,-589.450.101,-3.517.832.651,38,control1,100,82,56.9,19.6,4,1316,27,3.62,,,,,31,,16,,12.5,1:06:34,20.4,MIL is OFF0 codes,,61.2,1,
274,1.51E+12,-589.259.583,-3.517.912.365,36,control1,100,83,56.5,40.8,4,1095,61,7.34,,,,,31,,28,,6.2,1:06:41,25.9,MIL is OFF0 codes,,67.5,1,
275,1.51E+12,-589.226.262,-3.517.926.196,36,control1,100,83,56.1,40,4,1157,47,6.73,,,,,31,,34,,4.7,1:07:05,25.1,MIL is OFF0 codes,,66.7,1,
276,1.51E+12,-58.919.559,-3.517.937.792,37,control1,100,83,56.1,46.7,4,1110,53,11.02,,,,,,,32,,6.2,1:07:09,29.4,MIL is OFF0 codes,,67.1,1,
277,1.51E+12,-589.166.304,-3.517.950.929,38,control1,100,83,56.1,59.2,4,1074,59,13.38,,,,,31,,,,-4.7,1:07:13,30.6,,,68.2,1,
278,1.51E+12,-58.913.715,-351.796.095,40,control1,100,83,56.5,58,4,1059,61,14.29,,,,,31,,31,,-5.5,1:07:17,31,MIL is OFF0 codes,,69,1,
279,1.51E+12,-589.109.053,-3.517.971.117,41,control1,100,83,56.9,28.2,4,1021,59,4.82,,,,,31,,31,,7.8,1:07:21,21.6,MIL is OFF0 codes,,71.4,1,
280,1.51E+12,-589.071.699,-3.517.981.432,43,control1,100,83,56.5,40.4,4,1137,47,6.72,,,,,31,,39,,6.2,1:07:25,25.1,MIL is OFF0 codes,,66.3,1,
281,1.51E+12,-589.032.408,-3.517.991.335,44,control1,100,83,56.5,40.4,4,1304,20,6.45,,,,,31,,39,,6.2,1:07:29,24.7,MIL is OFF0 codes,,66.3,1,
282,1.51E+12,-588.993.323,-3.518.001.258,43,control1,100,83,56.1,40.4,4,1301,21,6.42,,,,,31,,39,,4.7,1:07:33,24.3,MIL is OFF0 codes,,65.9,1,
283,1.51E+12,-58.895.488,-351.800.863,43,control1,100,83,56.1,41.6,4,1284,20,6.52,,,,,31,,37,,3.9,1:07:37,24.3,,,65.9,1,
284,1.51E+12,-588.919.347,-3.518.016.863,42,control1,100,83,55.7,37.6,4,1213,34,7.69,,,,,31,,35,,0.8,1:07:41,26.3,MIL is OFF0 codes,,70.2,1,
285,1.51E+12,-588.886.504,-351.802.241,44,control1,100,82,55.7,17.6,4,1160,23,2.76,,,,,31,,31,,3.1,1:07:45,18.8,MIL is OFF0 codes,,55.7,1,
286,1.51E+12,-588.857.998,-3.518.029.527,46,control1,100,82,55.3,22.7,4,1512,51,3.71,,,,,31,,30,,0,1:07:49,19.2,MIL is OFF0 codes,,56.1,1,
287,1.51E+12,-588.826.951,-3.518.036.473,46,control1,100,82,55.3,18.8,4,1528,48,3.37,,,,,30,,33,,14.8,1:07:53,20,MIL is OFF0 codes,,59.2,1,
288,1.51E+12,-588.792.343,-3.518.042.103,46,control1,100,83,55.3,19.6,4,1687,45,3.57,,,,,30,,36,,7,1:07:57,20.4,MIL is OFF0 codes,,59.6,1,
289,1.51E+12,-588.756.449,-3.518.051.324,47,control1,100,83,55.3,20,4,1777,32,3.49,,,,,31,,35,,6.2,1:08:01,20,MIL is OFF0 codes,,57.6,1,
290,1.51E+12,-58.872.297,-3.518.059.311,47,control1,100,83,55.3,22.4,4,1153,35,3.19,,,,,31,,34,,7,1:08:05,18.8,MIL is OFF0 codes,,57.3,1,
291,1.51E+12,-588.690.166,-3.518.066.074,47,control1,100,83,54.9,21.2,4,1127,34,2.89,,,,,31,,33,,-1.6,1:08:09,18.8,MIL is OFF0 codes,,67.5,1,
292,1.51E+12,-588.658.651,-3.518.073.551,47,control1,100,83,54.9,37.3,4,1103,37,4.58,,,,,31,,32,,3.1,1:08:13,22.7,MIL is OFF0 codes,,52.9,1,
293,1.51E+12,-588.449.174,-3.518.122.189,47,control1,100,83,54.9,42.4,4,1089,35,7.78,,,,,31,,,,-3.9,1:08:17,26.3,MIL is OFF0 codes,,67.5,1,
294,1.51E+12,-588.392.548,-3.518.124.584,45,control1,100,83,55.3,40.4,4,1452,28,8.3,,,,,31,,,,-0.8,1:08:49,26.7,MIL is OFF0 codes,,69.8,1,
295,1.51E+12,-588.361.575,-3.518.116.129,42,control1,100,83,55.3,36.9,4,1040,20,8.89,,,,,32,,33,,3.1,1:08:53,27.5,MIL is OFF0 codes,,72.5,1,
296,1.51E+12,-588.329.322,-3.518.105.553,43,control1,100,83,55.3,36.1,4,1140,21,5.24,,,,,32,,36,,-1.6,1:08:57,23.1,MIL is OFF0 codes,,66.7,1,
297,1.51E+12,-588.294.742,-3.518.090.315,42,control1,100,83,54.9,33.3,4,1214,21,5.41,,,,,32,,37,,3.9,1:09:01,23.1,MIL is OFF0 codes,,67.1,1,
298,1.51E+12,-588.263.415,-351.806.901,40,control1,100,83,54.9,31.4,4,1248,20,5.17,,,,,32,,36,,-0.8,1:09:05,22.7,MIL is OFF0 codes,4300,67.8,1,
299,1.51E+12,-588.235.032,-3.518.049.011,39,control1,100,83,54.9,23.5,4,1179,20,3.76,,,,,32,,32,,-0.8,1:09:09,19.6,MIL is OFF0 codes,,69.4,1,
300,1.51E+12,-588.210.593,-3.518.030.506,37,control1,100,83,54.9,27.5,4,1055,22,3.89,,,,,32,,,,-10.9,1:09:13,19.6,MIL is OFF0 codes,4300,67.8,1,
301,1.51E+12,-588.188.579,-3.518.013.967,37,control1,100,83,54.9,34.9,4,936,28,4.77,,,,,33,,26,,-7,1:09:17,21.6,MIL is OFF0 codes,,65.1,1,
302,1.51E+12,-588.168.761,-3.517.997.479,39,control1,100,83,54.9,33.3,4,816,37,4.76,,,,,32,,25,,4.7,1:09:21,22,MIL is OFF0 codes,,65.9,1,
303,1.51E+12,-588.146.869,-3.517.981.534,39,control1,100,83,54.9,40,4,1277,34,5.64,,,,,31,,28,,3.9,1:09:25,23.1,MIL is OFF0 codes,,62.7,1,
304,1.51E+12,-588.123.483,-3.517.961.974,38,control1,100,83,54.9,30.6,4,1422,33,1.98,,,,,31,,32,,4.7,1:09:29,17.3,MIL is OFF0 codes,,58,1,
305,1.51E+12,-588.095.884,-3.517.941.818,38,control1,100,83,54.9,27.1,4,1626,22,3.42,,,,,31,,32,,3.9,1:09:33,19.2,MIL is OFF0 codes,,62.7,1,
306,1.51E+12,-58.807.013,-3.517.921.738,38,control1,100,82,54.5,20,4,1070,30,3.72,,,,,31,,33,,-3.1,1:09:37,18.8,MIL is OFF0 codes,,64.3,1,
307,1.51E+12,-58.804.434,-3.517.901.144,37,control1,100,82,54.1,21.2,4,1102,30,2.88,,,,,31,,33,,6.2,1:09:41,18.8,MIL is OFF0 codes,,60.4,1,
308,1.51E+12,-588.017.199,-351.788.101,36,control1,100,82,53.3,34.1,4,1124,22,5.11,,,,,31,,33,,6.2,1:09:45,21.6,MIL is OFF0 codes,,67.5,1,
309,1.51E+12,-587.989.088,-351.786.116,36,control1,100,83,52.5,62.7,4,1124,20,9.83,,,,,32,,33,,0,1:09:49,28.6,MIL is OFF0 codes,,52.9,1,
310,1.51E+12,-58.796.174,-3.517.841.174,37,control1,100,83,52.9,48.6,4,1070,23,9.61,,,,,32,,31,,0,1:09:53,28.2,,,61.2,,
311,1.51E+12,-587.937.734,-351.782.247,37,control1,100,83,52.9,30.2,4,1035,24,5.58,,,,,32,,29,,4.7,1:09:57,24.7,MIL is OFF0 codes,,69.4,1,
312,1.51E+12,-587.913.771,-3.517.805.551,38,control1,100,83,52.9,53.3,4,983,29,10.26,,,,,32,,29,,-3.9,1:10:01,29,,,66.3,1,
313,1.51E+12,-58.789.265,-351.778.854,33,control1,100,83,53.7,53.7,4,985,28,10.87,,,,,32,,,,-5.5,1:10:05,29.4,MIL is OFF0 codes,,67.8,1,
314,1.51E+12,-587.869.425,-3.517.769.756,35,control1,100,83,54.1,53.7,4,972,36,11.29,,,,,32,,29,,-5.5,1:10:09,29.4,MIL is OFF0 codes,,67.8,1,
315,1.51E+12,-587.845.929,-3.517.751.306,33,control1,100,83,55.3,62.7,4,972,34,8.41,,,,,32,,29,,1.6,1:10:13,27.1,MIL is OFF0 codes,,67.5,1,
316,1.51E+12,-587.822.298,-3.517.734.193,33,control1,100,83,55.3,54.1,4,969,23,7.87,,,,,32,,27,,5.5,1:10:17,26.7,MIL is OFF0 codes,,63.5,1,
317,1.51E+12,-587.802.464,-3.517.717.577,32,control1,100,83,55.3,63.1,4,899,21,8.83,,,,,33,,22,,-1.6,1:10:21,27.5,MIL is OFF0 codes,,62.4,1,
318,1.51E+12,-58.778.846,-3.517.707.292,34,control1,100,83,55.3,62.7,4,901,21,10.65,,,,,33,,13,,-0.8,1:10:25,29.4,MIL is OFF0 codes,,67.8,1,
319,1.51E+12,-587.780.203,-3.517.699.909,37,control1,100,83,56.1,60.4,4,1003,20,11.7,,,,,33,,13,,0.8,1:10:30,29.8,MIL is OFF0 codes,,65.9,1,
320,1.51E+12,-587.772.014,-3.517.697.121,36,control1,100,83,56.5,60,4,819,38,11.61,,,,,33,,3,,-5.5,1:10:33,29.8,MIL is OFF0 codes,,66.3,1,
